ID_anonym,Intake_Year,IMD_Quintile,WP1_InCare_n_J,WP2_GCSE_both_n_J,WP3_FSM_n_J,WP4_LPN_n_J,WP5_1stGen_n_J,WP6_SEC_J,WP7_IMD_J,wp_sum_J,wp_ind_J
45775107,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45775079,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45775056,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774997,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774988,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774863,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774836,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774820,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774750,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774710,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774667,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774666,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774656,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774649,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774618,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774523,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774490,14/15,1,0,NA,NA,0,0,0,1,1,0
45774484,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774481,14/15,5,0,NA,NA,1,0,0,0,1,0
45774471,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774464,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774456,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774443,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774390,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774385,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774364,14/15,4,0,NA,NA,0,0,0,0,0,0
45774329,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774315,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774308,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774217,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774212,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774117,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774112,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774104,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45774028,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774016,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45774005,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773988,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45773934,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773931,14/15,2,0,NA,NA,0,0,0,1,1,0
45773914,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773880,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773836,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773731,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773712,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773707,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773706,14/15,2,0,NA,NA,0,0,0,1,1,0
45773701,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773625,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773569,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773437,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773427,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773382,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773345,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773341,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773327,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773304,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773299,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773296,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773246,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45773217,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773184,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773175,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773095,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773018,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45773015,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772986,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772962,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772928,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772896,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772895,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772893,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772870,15/16,3,0,NA,NA,0,0,0,0,0,0
45772797,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772783,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772686,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772680,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772654,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772561,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772548,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772547,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772515,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772456,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772442,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772434,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772425,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772423,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772357,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772288,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772122,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45772073,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45771999,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45771964,15/16,1,0,NA,NA,0,0,1,1,2,1
45771926,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45771906,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45771826,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45771754,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45771732,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45771721,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45771701,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45771673,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45771576,14/15,5,0,NA,NA,0,0,0,0,0,0
45771527,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45771513,14/15,3,0,NA,NA,0,0,0,0,0,0
45771298,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45771274,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45771255,14/15,NA,0,NA,NA,NA,1,0,0,1,0
45771210,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45771201,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45771199,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45771097,14/15,2,0,NA,NA,1,1,0,1,3,1
45771019,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45770848,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45770819,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45770506,14/15,3,0,NA,NA,0,0,0,0,0,0
45770476,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45770382,14/15,3,0,NA,NA,0,1,0,0,1,0
45770372,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45770363,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45770349,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45770342,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45770249,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45770169,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45770034,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45769986,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45769985,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45769936,15/16,NA,0,NA,NA,NA,0,NA,0,0,0
45769915,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45769901,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45769886,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45769842,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45769791,14/15,5,0,NA,NA,0,0,0,0,0,0
45769775,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45769772,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45769751,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45769712,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45769473,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45769434,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45768854,14/15,2,0,0,0,0,0,0,1,1,0
45768699,14/15,3,0,0,0,0,0,0,0,0,0
45768444,14/15,NA,0,1,0,NA,0,0,0,1,0
45768369,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45768359,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45768183,14/15,4,0,0,0,0,1,0,0,1,0
45768140,14/15,2,0,NA,NA,0,1,0,1,2,1
45767936,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45767905,14/15,3,0,0,0,0,1,0,0,1,0
45766796,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45766743,14/15,4,0,0,0,0,1,0,0,1,0
45766685,14/15,5,0,0,0,0,1,0,0,1,0
45766668,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45766271,14/15,NA,0,NA,NA,NA,0,0,0,0,0
45766101,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45766093,14/15,NA,0,1,0,NA,0,0,0,1,0
45765866,14/15,3,0,0,0,0,0,0,0,0,0
45765775,14/15,1,0,NA,NA,0,0,0,1,1,0
45744904,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45744901,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45743656,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45741361,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45740773,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45740552,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45739892,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45738518,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45738140,15/16,3,0,NA,NA,0,0,0,0,0,0
45737649,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45735331,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45734424,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45733808,15/16,4,0,NA,NA,0,0,0,0,0,0
45733496,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45733393,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45732761,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45732439,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45731803,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45731393,15/16,4,0,NA,NA,0,0,0,0,0,0
45731054,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45730931,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45730828,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45730760,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45730519,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45707334,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45707250,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45706869,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45697101,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45697030,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45696856,15/16,5,0,NA,NA,0,1,0,0,1,0
45696605,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45696527,15/16,4,0,0,0,0,1,0,0,1,0
45696428,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45696389,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45696306,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45696057,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45695850,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45695669,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45695322,15/16,5,0,0,0,0,1,0,0,1,0
45695000,15/16,5,0,0,0,0,0,0,0,0,0
45694796,15/16,5,0,0,0,0,0,0,0,0,0
45694326,15/16,5,0,1,0,0,0,0,0,1,0
45694176,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45693528,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45693478,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45693430,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45693211,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45693131,15/16,NA,0,NA,NA,0,0,0,0,0,0
45693116,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45693109,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45693049,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45692583,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45692577,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45692565,15/16,4,0,1,0,0,0,1,0,2,1
45692524,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45692484,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45692480,15/16,4,0,0,0,0,1,0,0,1,0
45692407,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45692294,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45692263,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45692153,15/16,4,0,NA,NA,0,1,0,0,1,0
45691818,15/16,3,0,NA,NA,0,0,0,0,0,0
45691423,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45691281,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45690947,15/16,3,0,0,0,0,1,0,0,1,0
45690939,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45690662,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45690479,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45690452,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45690423,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45690382,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45690270,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45690144,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45690040,15/16,5,0,NA,NA,0,0,0,0,0,0
45689871,15/16,3,0,NA,NA,0,1,0,0,1,0
45689643,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45689620,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45689516,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45689435,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45689135,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45689100,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45688903,15/16,1,0,0,0,0,0,0,1,1,0
45688866,15/16,4,0,NA,NA,0,1,0,0,1,0
45688553,16/17,2,0,NA,NA,1,0,0,1,2,1
45688452,15/16,2,0,1,0,0,0,1,1,3,1
45688403,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45687954,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45687800,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45687642,16/17,4,0,0,0,0,0,1,0,1,0
45687567,15/16,3,0,NA,NA,0,0,0,0,0,0
45687382,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45687082,15/16,1,0,1,0,0,1,0,1,3,1
45687079,15/16,5,0,0,0,0,1,0,0,1,0
45686888,15/16,4,0,NA,NA,0,1,0,0,1,0
45686842,15/16,5,0,0,0,0,0,0,0,0,0
45686790,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45686687,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45686669,16/17,5,0,NA,NA,0,0,0,0,0,0
45686642,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45686640,15/16,3,0,NA,NA,0,0,0,0,0,0
45686635,15/16,NA,0,NA,NA,NA,1,0,0,1,0
45686625,15/16,5,0,NA,NA,0,1,0,0,1,0
45686598,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45686591,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45686514,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45686440,15/16,5,0,NA,NA,0,0,0,0,0,0
45686371,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45686355,15/16,4,0,NA,NA,0,0,0,0,0,0
45686341,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45686339,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45686325,16/17,5,0,0,0,0,1,0,0,1,0
45686269,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45686261,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45686236,15/16,5,0,0,0,0,1,0,0,1,0
45686204,15/16,4,0,NA,NA,0,0,0,0,0,0
45686192,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45686157,15/16,4,0,0,0,0,0,1,0,1,0
45686117,15/16,5,0,1,0,0,0,0,0,1,0
45686103,15/16,3,0,0,0,0,1,0,0,1,0
45686088,15/16,3,0,1,0,0,0,0,0,1,0
45686012,15/16,3,0,0,0,0,0,0,0,0,0
45685966,15/16,5,0,0,0,0,1,0,0,1,0
45685519,15/16,1,0,1,0,0,0,1,1,3,1
45685472,15/16,5,0,0,0,0,1,0,0,1,0
45685440,15/16,5,0,0,0,0,1,0,0,1,0
45685435,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45685401,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45685375,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45685350,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45685347,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45685314,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45685300,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45685265,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45685261,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45685236,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45685161,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45685160,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45685152,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45685144,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45685129,15/16,4,0,NA,NA,0,0,0,0,0,0
45685104,15/16,2,0,0,0,1,0,0,1,2,1
45685083,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45685076,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45685067,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45684984,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45684913,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45684898,16/17,NA,0,NA,NA,NA,0,0,0,0,0
45684890,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45684885,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45684845,15/16,5,0,NA,NA,0,1,0,0,1,0
45684838,15/16,2,0,0,0,0,1,0,1,2,1
45684759,15/16,1,0,0,0,0,0,0,1,1,0
45684755,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45684691,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45684688,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45684686,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45684617,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45684595,15/16,1,0,0,0,0,0,1,1,2,1
45684568,17/18,NA,0,NA,NA,NA,0,0,0,0,0
45684427,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45684420,15/16,NA,0,NA,NA,NA,0,0,0,0,0
45684415,15/16,NA,0,NA,NA,NA,0,0,0,0,0
